id,summary
tifu-test-00481,"tried to get a car, got stuck up in the road."
tifu-test-00482,"tried to get a girl, got drunk with my girlfriend."
tifu-test-00483,"i tried to get a girl, got caught my car and ended up the bus."
tifu-test-00484,"tried to tell my friend's dad, he was a doctor."
tifu-test-00485,"i was a wrong of my phone, i didn't be the first day."
tifu-test-00486,"tried to get a road, got caught the car."
tifu-test-00487,"i was a girl,"
tifu-test-00488,"tried to make a new car, got stuck up my phone."
tifu-test-00489,"i tried to get a school, got caught up my teacher and ended out of the class."
tifu-test-00490,"i tried to get a doctor, got my nose and ended up the hospital."
tifu-test-00491,"went to get a guy, got caught out of my car and ended up the road."
tifu-test-00492,"i tried to get a new car, but i'm dad's brother."
tifu-test-00493,"tried to get a picture of my house, got stuck up the door."
tifu-test-00494,"i tried to get a few day, got stuck up my head of the road."
tifu-test-00495,"i tried to get a picture of my phone, got caught it was stuck up."
tifu-test-00496,i tried to pick my cat in the foot.
tifu-test-00497,"i tried to make a fire, got my foot and i was cut it."
tifu-test-00498,"i tried to get a girl, got drunk with my girlfriend."
tifu-test-00499,"i tried to get a new car, got caught my house."
tifu-test-00500,"i tried to get a girl, ended up the door."
tifu-test-00501,"i was a big friend and my dad's brother,"
tifu-test-00502,"i went to get a party, got drunk and ended up my friends."
tifu-test-00503,"i tried to get a few day, got caught my house."
tifu-test-00504,"i tried to get a big job, got stuck up my phone and i was fired out of the house."
tifu-test-00505,"tried to get a dog, got caught my cat and ended up the house."
tifu-test-00506,"i tried to get a girl, got drunk in the party."
tifu-test-00507,"i tried to get a car, ended up my house."
tifu-test-00508,"i tried to get a new computer, got stuck up my phone and ended out of the floor."
tifu-test-00509,"i tried to get a girl with my girlfriend, got caught her sister's house."
tifu-test-00510,i tried to get a movie of my dick.
tifu-test-00511,"i tried to get a girl,"
tifu-test-00512,"i tried to get a dog, got caught up my cat and she was going out."
tifu-test-00513,"tried to get a doctor, got stuck up my nose."
tifu-test-00514,"i was a job of my boss, i had to get an little day."
tifu-test-00515,i tried to get a girl.
tifu-test-00516,"i tried to get a girl, got caught up with my girlfriend."
tifu-test-00517,i was a dog of my car and i'm be the door.
tifu-test-00518,"i was a new job of my boss, and i'm stuck up to get the first day."
tifu-test-00519,"tried to get a girl, ended up out of the door."
tifu-test-00520,"i tried to get a job of my boss, got stuck up in the room."
tifu-test-00521,"i was a wrong of my teacher, got caught the school."
tifu-test-00522,"tried to get a girl, got caught my car."
tifu-test-00523,i was going to get a restaurant.
tifu-test-00524,"i tried to get a guy and got caught my house, ended up the floor."
tifu-test-00525,"tried to get a fire, got my hand of the floor."
tifu-test-00526,"i tried to get a new house, got caught it was stuck up the first day."
tifu-test-00527,"i tried to get a kid,"
tifu-test-00528,"i tried to get a glass,"
tifu-test-00529,i tried to make a chicken of my house.
tifu-test-00530,"i was a big job, i didn't get my girlfriend."
tifu-test-00531,"i didn't be a job, got my boss."
tifu-test-00532,tried to get a shower with my nose and ended up the toilet.
tifu-test-00533,i tried to get a big eye and got my nose.
tifu-test-00534,"i tried to get a girl, she was going out of my girlfriend."
tifu-test-00535,"tried to get a girl, ended up the bathroom."
tifu-test-00536,"i tried to get a girl, got my girlfriend and i didn't know it."
tifu-test-00537,"i tried to get a girl, ended up out of my friend."
tifu-test-00538,"i tried to eat a bottle of my nose, ended up the toilet."
tifu-test-00539,"i tried to get a party, got drunk with my friend."
tifu-test-00540,"i tried to get a girl, ended up my girlfriend."
tifu-test-00541,"i tried to get a new computer, ended up my laptop and now i'm stuck it was going to take the same time."
tifu-test-00542,i tried to get a new dog of my boss.
tifu-test-00543,"i tried to get a few day, ended up the middle of my hand."
tifu-test-00544,"i tried to get my mom's house, ended up the door."
tifu-test-00545,"i tried to get a guy, got stuck up the car."
tifu-test-00546,"i tried to get a girl, got drunk with my friend and ended up the bathroom."
tifu-test-00547,"i was going to get a bus, ended up in the road of front."
tifu-test-00548,i told my friend i was a girl and he didn't know it.
tifu-test-00549,"i tried to get a car, got drunk and ended up the road."
tifu-test-00550,"i tried to make my house, got a shower and now i was stuck up the bathroom."
tifu-test-00551,"i tried to get a bottle of my house, got stuck up the first time."
tifu-test-00552,"i tried to get a party, ended up my finger and got stuck out of the door."
tifu-test-00553,"i tried to get a kid, got caught the school."
tifu-test-00554,"i tried to get a fire and got burnt my house,"
tifu-test-00555,i was a joke of my friend and i didn't know it is going to see the movie.
tifu-test-00556,"i went to get a few day, ended up in the bathroom and i was going out of my house."
tifu-test-00557,"i tried to get a new computer, ended up my laptop and i'm stuck out of the library."
tifu-test-00558,"i tried to get a doctor, ended up the hospital."
tifu-test-00559,"i tried to get a shower, ended up the bathroom and got my house."
tifu-test-00560,"i tried to get a shower, ended up my foot."
tifu-test-00561,"i went to get a big friend, got caught the middle of my first day."
tifu-test-00562,"i didn't be a shit,"
tifu-test-00563,"i tried to get a car, got caught my friend and i was going out of the police."
tifu-test-00564,"i tried to get a girl, but i didn't know my girlfriend."
tifu-test-00565,"i tried to get a toilet, ended up my bathroom."
tifu-test-00566,"tried to get a shower, got stuck up with my knee."
tifu-test-00567,i tried to get a little dog and got stuck up my foot.
tifu-test-00568,"i tried to get a dog, got caught my car."
tifu-test-00569,"i tried to get a room, ended up my house."
tifu-test-00570,i tried to buy a gift for the store of my wallet.
tifu-test-00571,"i tried to get a car, ended up my house."
tifu-test-00572,"i went to get a shower, got caught my toilet."
tifu-test-00573,"tried to get a girl, got caught out of my friend."
tifu-test-00574,"i tried to get a girl, ended up my teacher and i was going out of the school."
tifu-test-00575,"went to get a girl, got drunk with my girlfriend."
tifu-test-00576,"i tried to get a shower and got my house, ended up the bathroom."
tifu-test-00577,i tried to get a kid and got my dad's house.
tifu-test-00578,"went to get a train, got stuck up the bus."
tifu-test-00579,"i tried to get a shit, got caught up and ended out of the gym."
tifu-test-00580,"tried to get a dog, got caught up my car."
tifu-test-00581,"i was going to get a girl, she didn't go out of my girlfriend."
tifu-test-00582,"i tried to get a girl, ended up the bathroom."
tifu-test-00583,i tried to get a shit of my dad's house.
tifu-test-00584,"tried to get a girl, got caught my penis."
tifu-test-00585,"i didn't go to get a few hours, ended up my car."
tifu-test-00586,"i tried to get a shower, ended up my friend and i was not know it's house."
tifu-test-00587,"i tried to get a car, got caught my wallet."
tifu-test-00588,"i tried to get a bag of my car, ended up the store."
tifu-test-00589,"i tried to get a girl, but i didn't go out of my girlfriend."
tifu-test-00590,"tried to take my bedroom, ended up with the bathroom."
tifu-test-00591,i'm a kid and i was going to be my mom.
tifu-test-00592,"i tried to get a girl with my girlfriend, she didn't tell her boyfriend."
tifu-test-00593,"i tried to make a shower,"
tifu-test-00594,"tried to get a big nose, got stuck up my finger."
tifu-test-00595,"i was a job of my boss, got to be the office."
tifu-test-00596,i tried to get a picture of my mom's house.
tifu-test-00597,"i went to get a girl, got caught up with my girlfriend and ended out of the party."
tifu-test-00598,"i thought i was a kid,"
tifu-test-00599,"tried to get a guy, got caught up with my friend and ended out of the hospital."
tifu-test-00600,i tried to make a pot of my fridge and i was burnt up it.
tifu-test-00601,"i tried to get a dog, ended up the cat and got out of my house."
tifu-test-00602,"i went to get a girl, got drunk with my girlfriend and ended up out of the party."
tifu-test-00603,"i tried to get a guy, got my friend's house."
tifu-test-00604,"tried to get a guy, got stuck up the door."
tifu-test-00605,i tried to eat a chicken of my cat and i didn't make the dog.
tifu-test-00606,"i was a lot of my friend, and i didn't eat it."
tifu-test-00607,"i tried to make my house, got a microwave and i was burnt up the fridge."
tifu-test-00608,"i tried to get a party of my friend, got drunk and ended up the first day."
tifu-test-00609,"i tried to get a guy, got my penis."
tifu-test-00610,i tried to get a new car.
tifu-test-00611,"i tried to be a wrong of the train,"
tifu-test-00612,i was a joke of my friend's house.
tifu-test-00613,"i tried to make a fire, got burnt my house."
tifu-test-00614,"i tried to get a girl, got my girlfriend and i didn't go out of her mom."
tifu-test-00615,"tried to get a shower, ended up my penis."
tifu-test-00616,"i was a girl,"
tifu-test-00617,"i tried to get a girl,"
tifu-test-00618,i was a wrong of my teacher.
tifu-test-00619,"tried to get a shower, got stuck up my foot."
tifu-test-00620,"i tried to get a new job, but i didn't read the first time of my boss."
tifu-test-00621,"i tried to make a new house, got stuck up the fire."
tifu-test-00622,"i went to get a new friend, got caught my brother's family and ended up with the first time."
tifu-test-00623,"i tried to get a wrong, ended up my car and got stuck in the train."
tifu-test-00624,"i tried to make my house, got a shower and ended up with the first day."
tifu-test-00625,"i tried to get a new school, got stuck up my phone."
tifu-test-00626,i tried to send a picture of my friend.
tifu-test-00627,"i tried to make a microwave of my fridge, i was burnt it's house."
tifu-test-00628,i was a girl in my friend and i didn't be the professor.
tifu-test-00629,"i tried to get a new computer, got stuck up my phone."
tifu-test-00630,"i tried to take a bag of the store, ended up my house."
tifu-test-00631,"i was a lot of my friend,"
tifu-test-00632,"i tried to get a big friend, got caught my house."
tifu-test-00633,"i tried to get my house, got a new apartment and i was stuck up the door."
tifu-test-00634,"i tried to get a kid, got caught the school."
tifu-test-00635,i tried to get a picture of my dad's house.
tifu-test-00636,i tried to get a new car and got stuck up my finger.
tifu-test-00637,"i tried to get a plane, ended up the flight."
tifu-test-00638,"i tried to get a glass, got my nose and i'm stuck up the sun."
tifu-test-00639,"i was a girl, got caught my mom's house."
tifu-test-00640,"i tried to get a shit, got stuck up my head of the gym."
tifu-test-00641,"i tried to get a new car, got stuck up my phone."
tifu-test-00642,i tried to get a new room of the door.
tifu-test-00643,"i tried to get a picture of my friend, got caught it was going out."
tifu-test-00644,"i tried to get a glass,"
tifu-test-00645,i was a joke of my boss.
